                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                0.95275,                0.61288,                 1.0642,                0.67528,                0.52056,                0.56571,                0.25044,                 2.0199,                 1.1554,                 1.5442,              0.0016898,              0.0016898,              0.0016898
                     97,                0.97385,                0.60593,                 1.0647,                  0.616,                0.53571,                0.54902,                 0.2531,                 1.9163,                 1.2648,                 1.4852,              0.0016865,              0.0016865,              0.0016865
                     98,                0.97278,                0.61514,                 1.0789,                0.66173,                0.45154,                0.52592,                0.24626,                  1.893,                 1.2141,                 1.4797,              0.0016832,              0.0016832,              0.0016832
                     99,                0.95949,                0.60422,                 1.0621,                0.57791,                0.48066,                0.49965,                0.23187,                 1.9922,                 1.3783,                 1.5198,              0.0016799,              0.0016799,              0.0016799
                    100,                0.94999,                 0.6049,                 1.0595,                0.65618,                0.51934,                 0.5638,                0.26778,                 1.9294,                 1.1858,                 1.5075,              0.0016766,              0.0016766,              0.0016766
                    101,                0.94386,                0.59733,                 1.0652,                  0.662,                0.51258,                0.56483,                0.27012,                 1.8992,                 1.1702,                 1.4859,              0.0016733,              0.0016733,              0.0016733
                    102,                0.94351,                0.60368,                 1.0629,                0.62626,                0.52302,                 0.5519,                0.25035,                 1.9545,                 1.2208,                 1.5031,                0.00167,                0.00167,                0.00167
                    103,                0.96743,                0.61984,                 1.0732,                 0.5676,                 0.4291,                0.44175,                0.19817,                 2.0366,                 1.3198,                 1.5821,              0.0016667,              0.0016667,              0.0016667
                    104,                0.96747,                0.61229,                 1.0663,                0.60659,                0.44813,                0.49576,                0.24356,                 1.9981,                 1.3277,                 1.5568,              0.0016634,              0.0016634,              0.0016634
                    105,                0.96198,                0.60545,                 1.0709,                 0.5146,                0.40638,                0.41661,                0.17664,                  2.177,                 1.5555,                 1.6102,              0.0016601,              0.0016601,              0.0016601
                    106,                0.91898,                0.59348,                 1.0553,                0.61725,                0.47575,                0.50474,                0.21076,                 2.1405,                  1.335,                 1.6297,              0.0016568,              0.0016568,              0.0016568
                    107,                0.93874,                0.58733,                 1.0668,                0.64658,                0.52118,                0.53973,                0.26165,                 1.8568,                 1.2087,                 1.4446,              0.0016535,              0.0016535,              0.0016535
                    108,                 0.9898,                0.61056,                 1.0755,                0.65874,                0.46839,                0.51648,                0.25451,                 1.9068,                 1.2049,                 1.4924,              0.0016502,              0.0016502,              0.0016502
