                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 1.0776,                0.70621,                 1.1315,                0.34667,                0.33517,                0.27614,                0.10766,                 2.3235,                 1.8984,                 1.7462,              0.0018119,              0.0018119,              0.0018119
                     60,                 1.0815,                0.71309,                 1.1274,                0.42001,                0.34319,                0.32525,                0.13597,                 2.2019,                 1.6944,                 1.6787,              0.0018086,              0.0018086,              0.0018086
                     61,                 1.1022,                0.70852,                 1.1392,                0.29538,                0.24494,                0.20145,                0.07013,                 2.6402,                 2.8411,                  2.061,              0.0018053,              0.0018053,              0.0018053
                     62,                 1.0991,                0.72236,                 1.1438,                 0.5849,                0.41989,                 0.4476,                0.17316,                 2.2825,                 1.4574,                 1.7261,               0.001802,               0.001802,               0.001802
                     63,                 1.0709,                0.71411,                 1.1296,                0.57898,                0.42547,                0.47398,                0.20561,                 2.0843,                 1.4137,                 1.6175,              0.0017987,              0.0017987,              0.0017987
                     64,                 1.0594,                0.71153,                 1.1378,                0.51698,                0.41191,                0.41465,                0.18569,                 2.1054,                 1.3979,                 1.6576,              0.0017954,              0.0017954,              0.0017954
                     65,                 1.0599,                 0.7014,                 1.1192,                0.47039,                0.38122,                0.38379,                0.17186,                 2.1424,                 1.5281,                 1.6711,              0.0017921,              0.0017921,              0.0017921
                     66,                 1.0666,                0.68573,                 1.1181,                0.48627,                0.34868,                0.36228,                0.13004,                 2.4857,                 2.1266,                 1.9069,              0.0017888,              0.0017888,              0.0017888
                     67,                 1.0549,                0.68735,                 1.1251,                0.47743,                0.35236,                0.34268,                 0.1464,                 2.1002,                 1.8125,                 1.6476,              0.0017855,              0.0017855,              0.0017855
                     68,                 1.0354,                 0.6713,                 1.0998,                0.43047,                0.31123,                0.31987,                0.13291,                  2.408,                 1.6615,                  1.856,              0.0017822,              0.0017822,              0.0017822
                     69,                 1.0266,                0.67097,                 1.1106,                0.60122,                0.43524,                0.48413,                 0.1874,                 2.2224,                 1.4295,                 1.6671,              0.0017789,              0.0017789,              0.0017789
                     70,                  1.059,                0.67936,                 1.1243,                0.59285,                0.44872,                0.48358,                0.19425,                 2.2739,                 1.4349,                 1.7385,              0.0017756,              0.0017756,              0.0017756
                     71,                 1.0488,                0.67668,                 1.1164,                0.59532,                0.38613,                0.42003,                0.18937,                 2.0903,                 1.4245,                 1.6597,              0.0017723,              0.0017723,              0.0017723
                     72,                 1.0622,                0.68879,                  1.122,                0.53448,                0.40209,                0.42988,                0.18353,                  2.114,                 1.4565,                 1.6444,               0.001769,               0.001769,               0.001769
                     73,                 1.0331,                0.66666,                 1.1038,                0.71234,                0.44996,                 0.5383,                0.26498,                 1.8481,                 1.2263,                 1.4994,              0.0017657,              0.0017657,              0.0017657
                     74,                 1.0494,                 0.6891,                 1.1195,                 0.6202,                0.48017,                0.50901,                0.23765,                 1.9611,                 1.2875,                  1.491,              0.0017624,              0.0017624,              0.0017624
                     75,                  1.011,                0.65282,                 1.0895,                0.35182,                0.37017,                0.27537,                0.09869,                 2.3403,                 1.9882,                 1.7728,              0.0017591,              0.0017591,              0.0017591
