                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                  1.766,                 1.5715,                 1.5939,                  1e-05,                0.00061,                  1e-05,                      0,                 4.5526,                 5.1578,                 3.0115,              0.0018944,              0.0018944,              0.0018944
                     35,                 1.7442,                 1.5502,                 1.5753,                0.00036,                0.00123,                0.00018,                  2e-05,                  5.565,                 5.4272,                  5.258,              0.0018911,              0.0018911,              0.0018911
                     36,                 1.7717,                 1.5723,                 1.5904,                0.01104,                0.04113,                0.00687,                0.00259,                   3.96,                 6.5487,                 4.1546,              0.0018878,              0.0018878,              0.0018878
                     37,                 1.7451,                 1.5166,                 1.5422,                0.00362,                0.04727,                0.00202,                 0.0005,                  4.882,                 5.4197,                 5.0951,              0.0018845,              0.0018845,              0.0018845
                     38,                  1.704,                 1.4886,                 1.5447,                0.00097,                0.01044,                 0.0005,                0.00013,                 4.5673,                 6.8263,                 3.5855,              0.0018812,              0.0018812,              0.0018812
                     39,                   1.73,                 1.5093,                 1.5586,                0.01129,                0.02026,                0.00628,                0.00217,                 3.3289,                  5.467,                 3.0232,              0.0018779,              0.0018779,              0.0018779
                     40,                 1.7109,                 1.4774,                 1.5338,                0.00983,                0.00614,                0.00213,                0.00076,                 4.5822,                 6.4091,                 3.7758,              0.0018746,              0.0018746,              0.0018746
                     41,                  1.692,                 1.4615,                 1.5279,                0.00845,                0.01166,                0.00482,                0.00144,                 3.7304,                 7.5271,                 3.5814,              0.0018713,              0.0018713,              0.0018713
                     42,                 1.7286,                 1.4742,                 1.5447,                0.01585,                 0.0577,                0.01413,                0.00569,                 3.2899,                 5.5396,                 2.7487,               0.001868,               0.001868,               0.001868
                     43,                  1.693,                 1.4735,                 1.5198,                0.01182,                0.00737,                0.00616,                0.00208,                 3.6884,                  6.692,                 3.2158,              0.0018647,              0.0018647,              0.0018647
                     44,                 1.6815,                 1.4754,                 1.5174,                0.04481,                0.00859,                0.00383,                0.00154,                 3.6094,                 4.4416,                 3.2091,              0.0018614,              0.0018614,              0.0018614
                     45,                 1.6484,                 1.4317,                 1.4881,                0.04481,                0.00859,                0.00383,                0.00154,                  3.809,                 6.1318,                 3.2474,              0.0018581,              0.0018581,              0.0018581
                     46,                 1.6708,                 1.4481,                 1.4929,                0.04481,                0.00859,                0.00383,                0.00154,                 5.2923,                 6.9654,                 5.5404,              0.0018548,              0.0018548,              0.0018548
                     47,                 1.6543,                 1.3978,                 1.4953,                0.04481,                0.00859,                0.00383,                0.00154,                 4.5394,                 6.8343,                  4.485,              0.0018515,              0.0018515,              0.0018515
