                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.3039,                0.91947,                 1.2728,                0.61339,                0.41743,                0.47657,                0.22234,                 1.9023,                 1.3549,                 1.4573,              0.0018911,              0.0018911,              0.0018911
                     36,                 1.2914,                0.90716,                 1.2578,                0.58603,                0.49361,                0.49844,                0.22485,                 1.8853,                 1.3452,                 1.4814,              0.0018878,              0.0018878,              0.0018878
                     37,                 1.2734,                0.87359,                 1.2635,                0.56464,                0.40823,                 0.4658,                0.19166,                 2.0822,                 1.4007,                 1.5329,              0.0018845,              0.0018845,              0.0018845
                     38,                 1.2794,                0.88363,                 1.2461,                0.60826,                0.43708,                0.49556,                0.23533,                 1.8784,                 1.3412,                 1.4742,              0.0018812,              0.0018812,              0.0018812
                     39,                 1.2495,                0.85771,                  1.247,                0.64183,                0.42848,                0.46894,                0.20144,                  2.017,                 1.4812,                 1.5614,              0.0018779,              0.0018779,              0.0018779
                     40,                 1.2646,                0.88507,                 1.2549,                0.65757,                0.43462,                0.49544,                0.20239,                 2.1214,                 1.3267,                 1.5699,              0.0018746,              0.0018746,              0.0018746
                     41,                 1.2235,                0.86001,                 1.2303,                0.60333,                0.46532,                0.49373,                0.19903,                 2.0789,                 1.3919,                 1.5635,              0.0018713,              0.0018713,              0.0018713
                     42,                 1.2557,                0.85557,                 1.2341,                0.59216,                0.41356,                0.44771,                0.18193,                 2.1289,                 1.4841,                 1.5937,               0.001868,               0.001868,               0.001868
                     43,                 1.2316,                0.84841,                 1.2315,                0.61255,                0.44567,                0.50502,                0.21093,                 2.0076,                 1.2951,                 1.5217,              0.0018647,              0.0018647,              0.0018647
                     44,                 1.2083,                0.84578,                 1.2199,                0.60735,                0.42971,                0.48253,                 0.2051,                 1.9751,                 1.3822,                 1.5375,              0.0018614,              0.0018614,              0.0018614
                     45,                 1.1965,                0.83025,                 1.2143,                0.63009,                 0.4559,                0.52522,                0.23589,                 1.9198,                 1.3156,                 1.4817,              0.0018581,              0.0018581,              0.0018581
                     46,                 1.2212,                0.83444,                 1.2151,                0.51137,                0.39963,                0.40705,                 0.1864,                 1.9925,                 1.5316,                 1.5487,              0.0018548,              0.0018548,              0.0018548
                     47,                 1.2136,                0.83557,                 1.2157,                0.59267,                0.51258,                0.52627,                0.23391,                 1.9356,                 1.3019,                 1.4855,              0.0018515,              0.0018515,              0.0018515
                     48,                 1.1997,                0.84556,                 1.2084,                0.64935,                0.47064,                0.53061,                0.23855,                 1.9154,                 1.2824,                 1.4816,              0.0018482,              0.0018482,              0.0018482
                     49,                 1.1836,                0.83269,                 1.1996,                0.64618,                0.50767,                0.56354,                0.25681,                  1.896,                 1.1507,                  1.485,              0.0018449,              0.0018449,              0.0018449
